Sample in Buffer,Sample in Window,TRIGGER,clk_vector,trigger_adc_buf_in[7:0],trig_vector,diff[8:0],prev_frame_adc[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,HEX,SIGNED,UNSIGNED
4063,4063,0,0,148,0,0,148
4064,4064,0,1,148,0,0,148
4065,4065,0,1,148,0,0,148
4066,4066,0,0,148,0,0,148
4067,4067,0,0,148,0,0,148
4068,4068,0,0,148,0,0,148
4069,4069,0,1,148,0,0,148
4070,4070,0,1,148,0,0,148
4071,4071,0,0,148,0,0,148
4072,4072,0,0,148,0,0,148
4073,4073,0,0,148,0,0,148
4074,4074,0,1,148,0,0,148
4075,4075,0,1,148,0,0,148
4076,4076,0,0,148,0,0,148
4077,4077,0,0,148,0,0,148
4078,4078,0,0,148,0,0,148
4079,4079,0,1,148,0,0,148
4080,4080,0,1,148,0,0,148
4081,4081,0,0,148,0,0,148
4082,4082,0,0,147,0,0,147
4083,4083,0,0,147,0,0,147
4084,4084,0,1,147,0,0,147
4085,4085,0,1,147,0,0,147
4086,4086,0,0,147,0,0,147
4087,4087,0,0,148,0,0,148
4088,4088,0,0,148,0,0,148
4089,4089,0,1,148,0,0,148
4090,4090,0,1,148,0,0,148
4091,4091,0,0,148,0,0,148
4092,4092,0,0,148,0,0,148
4093,4093,0,0,148,0,0,148
4094,4094,0,1,148,0,0,148
4095,4095,0,1,148,0,0,148
4096,4096,1,0,148,0,0,148
4097,4097,0,0,148,0,0,148
4098,4098,0,0,148,0,0,148
4099,4099,0,1,148,0,0,148
4100,4100,0,1,148,0,0,148
4101,4101,0,0,148,0,0,148
4102,4102,0,0,148,0,0,148
4103,4103,0,0,148,0,0,148
4104,4104,0,1,148,0,0,148
4105,4105,0,1,148,0,0,148
4106,4106,0,0,148,0,0,148
4107,4107,0,0,148,0,0,148
4108,4108,0,0,148,0,0,148
4109,4109,0,1,148,0,0,148
4110,4110,0,1,148,0,0,148
4111,4111,0,0,148,0,0,148
4112,4112,0,0,148,0,0,148
4113,4113,0,0,148,0,0,148
4114,4114,0,1,148,0,0,148
4115,4115,0,1,148,0,0,148
4116,4116,0,0,148,0,0,148
4117,4117,0,0,148,0,0,148
4118,4118,0,0,148,0,0,148
4119,4119,0,1,148,0,0,148
4120,4120,0,1,148,0,0,148
4121,4121,0,0,148,0,0,148
4122,4122,0,0,148,0,0,148
4123,4123,0,0,148,0,0,148
4124,4124,0,1,148,0,0,148
4125,4125,0,1,148,0,0,148
4126,4126,0,0,148,0,0,148
4127,4127,0,0,148,0,0,148
4128,4128,0,0,148,0,0,148
4129,4129,0,1,148,0,0,148
4130,4130,0,1,148,0,0,148
4131,4131,0,0,148,0,0,148
4132,4132,0,0,148,0,0,148
4133,4133,0,0,148,0,0,148
4134,4134,0,1,148,0,0,148
4135,4135,0,1,148,0,0,148
4136,4136,0,0,148,0,0,148
4137,4137,0,0,148,0,0,148
4138,4138,0,0,148,0,0,148
4139,4139,0,1,148,0,0,148
4140,4140,0,1,148,0,0,148
4141,4141,0,0,148,0,0,148
4142,4142,0,0,148,0,0,148
4143,4143,0,0,148,0,0,148
4144,4144,0,1,148,0,0,148
4145,4145,0,1,148,0,0,148
4146,4146,0,0,148,0,0,148
4147,4147,0,0,148,0,0,147
4148,4148,0,0,148,0,0,147
4149,4149,0,1,148,0,0,147
4150,4150,0,1,148,0,0,147
4151,4151,0,0,148,0,-68,147
4152,4152,0,0,147,0,-1,148
4153,4153,0,0,147,0,-1,148
4154,4154,0,1,147,0,-1,148
4155,4155,0,1,147,0,-1,148
4156,4156,0,0,147,0,99,148
4157,4157,0,0,148,0,1,148
4158,4158,0,0,148,0,1,148
4159,4159,0,1,148,0,1,148
4160,4160,0,1,148,0,1,148
4161,4161,0,0,148,0,1,148
4162,4162,0,0,148,0,0,148
4163,4163,0,0,148,0,0,148
4164,4164,0,1,148,0,0,148
4165,4165,0,1,148,0,0,148
4166,4166,0,0,148,0,0,148
4167,4167,0,0,148,0,0,148
4168,4168,0,0,148,0,0,148
4169,4169,0,1,148,0,0,148
4170,4170,0,1,148,0,0,148
4171,4171,0,0,148,0,0,148
4172,4172,0,0,148,0,0,148
4173,4173,0,0,148,0,0,148
4174,4174,0,1,148,0,0,148
4175,4175,0,1,148,0,0,148
4176,4176,0,0,148,0,0,148
4177,4177,0,0,148,0,0,148
4178,4178,0,0,148,0,0,148
4179,4179,0,1,148,0,0,148
4180,4180,0,1,148,0,0,148
4181,4181,0,0,148,0,0,148
4182,4182,0,0,148,0,0,147
4183,4183,0,0,148,0,0,147
4184,4184,0,1,148,0,0,147
4185,4185,0,1,148,0,0,147
4186,4186,0,0,148,0,-68,147
4187,4187,0,0,147,0,-1,148
4188,4188,0,0,147,0,-1,148
4189,4189,0,1,147,0,-1,148
4190,4190,0,1,147,0,-1,148
4191,4191,0,0,147,0,99,148
4192,4192,0,0,148,0,1,148
4193,4193,0,0,148,0,1,148
4194,4194,0,1,148,0,1,148
4195,4195,0,1,148,0,1,148
4196,4196,0,0,148,0,1,148
4197,4197,0,0,148,0,0,148
4198,4198,0,0,148,0,0,148
4199,4199,0,1,148,0,0,148
4200,4200,0,1,148,0,0,148
4201,4201,0,0,148,0,0,148
4202,4202,0,0,148,0,0,148
4203,4203,0,0,148,0,0,148
4204,4204,0,1,148,0,0,148
4205,4205,0,1,148,0,0,148
4206,4206,0,0,148,0,0,148
4207,4207,0,0,148,0,0,148
4208,4208,0,0,148,0,0,148
4209,4209,0,1,148,0,0,148
4210,4210,0,1,148,0,0,148
4211,4211,0,0,148,0,0,148
4212,4212,0,0,148,0,0,148
4213,4213,0,0,148,0,0,148
4214,4214,0,1,148,0,0,148
4215,4215,0,1,148,0,0,148
4216,4216,0,0,148,0,0,148
4217,4217,0,0,148,0,0,148
4218,4218,0,0,148,0,0,148
4219,4219,0,1,148,0,0,148
4220,4220,0,1,148,0,0,148
4221,4221,0,0,148,0,0,148
4222,4222,0,0,147,0,0,148
4223,4223,0,0,147,0,0,148
4224,4224,0,1,147,0,0,148
4225,4225,0,1,147,0,0,148
4226,4226,0,0,147,0,1,148
4227,4227,0,0,148,0,1,148
4228,4228,0,0,148,0,1,148
4229,4229,0,1,148,0,1,148
4230,4230,0,1,148,0,1,148
4231,4231,0,0,148,0,1,148
4232,4232,0,0,148,0,0,148
4233,4233,0,0,148,0,0,148
4234,4234,0,1,148,0,0,148
4235,4235,0,1,148,0,0,148
4236,4236,0,0,148,0,0,148
4237,4237,0,0,148,0,0,148
4238,4238,0,0,148,0,0,148
4239,4239,0,1,148,0,0,148
4240,4240,0,1,148,0,0,148
4241,4241,0,0,148,0,0,148
4242,4242,0,0,148,0,0,148
4243,4243,0,0,148,0,0,148
4244,4244,0,1,148,0,0,148
4245,4245,0,1,148,0,0,148
4246,4246,0,0,148,0,0,148
4247,4247,0,0,148,0,0,148
4248,4248,0,0,148,0,0,148
4249,4249,0,1,148,0,0,148
4250,4250,0,1,148,0,0,148
4251,4251,0,0,148,0,0,148
4252,4252,0,0,148,0,0,148
4253,4253,0,0,148,0,0,148
4254,4254,0,1,148,0,0,148
4255,4255,0,1,148,0,0,148
4256,4256,0,0,148,0,0,148
4257,4257,0,0,148,0,0,148
4258,4258,0,0,148,0,0,148
4259,4259,0,1,148,0,0,148
4260,4260,0,1,148,0,0,148
4261,4261,0,0,148,0,0,148
4262,4262,0,0,147,0,0,148
4263,4263,0,0,147,0,0,148
4264,4264,0,1,147,0,0,148
4265,4265,0,1,147,0,0,148
4266,4266,0,0,147,0,1,148
4267,4267,0,0,148,0,1,148
4268,4268,0,0,148,0,1,148
4269,4269,0,1,148,0,1,148
4270,4270,0,1,148,0,1,148
4271,4271,0,0,148,0,1,148
4272,4272,0,0,148,0,0,148
4273,4273,0,0,148,0,0,148
4274,4274,0,1,148,0,0,148
4275,4275,0,1,148,0,0,148
4276,4276,0,0,148,0,0,148
4277,4277,0,0,148,0,0,148
4278,4278,0,0,148,0,0,148
4279,4279,0,1,148,0,0,148
4280,4280,0,1,148,0,0,148
4281,4281,0,0,148,0,0,148
4282,4282,0,0,148,0,0,148
4283,4283,0,0,148,0,0,148
4284,4284,0,1,148,0,0,148
4285,4285,0,1,148,0,0,148
4286,4286,0,0,148,0,0,148
4287,4287,0,0,148,0,0,148
4288,4288,0,0,148,0,0,148
4289,4289,0,1,148,0,0,148
4290,4290,0,1,148,0,0,148
4291,4291,0,0,148,0,0,148
4292,4292,0,0,148,0,0,148
4293,4293,0,0,148,0,0,148
4294,4294,0,1,148,0,0,148
4295,4295,0,1,148,0,0,148
4296,4296,0,0,148,0,0,148
4297,4297,0,0,148,0,0,148
4298,4298,0,0,148,0,0,148
4299,4299,0,1,148,0,0,148
4300,4300,0,1,148,0,0,148
4301,4301,0,0,148,0,0,148
4302,4302,0,0,147,0,0,148
4303,4303,0,0,147,0,0,148
4304,4304,0,1,147,0,0,148
4305,4305,0,1,147,0,0,148
4306,4306,0,0,147,0,1,148
4307,4307,0,0,148,0,1,148
4308,4308,0,0,148,0,1,148
4309,4309,0,1,148,0,1,148
4310,4310,0,1,148,0,1,148
4311,4311,0,0,148,0,1,148
4312,4312,0,0,148,0,0,148
4313,4313,0,0,148,0,0,148
4314,4314,0,1,148,0,0,148
4315,4315,0,1,148,0,0,148
4316,4316,0,0,148,0,0,148
4317,4317,0,0,148,0,0,148
4318,4318,0,0,148,0,0,148
4319,4319,0,1,148,0,0,148
4320,4320,0,1,148,0,0,148
4321,4321,0,0,148,0,0,148
4322,4322,0,0,148,0,0,148
4323,4323,0,0,148,0,0,148
4324,4324,0,1,148,0,0,148
4325,4325,0,1,148,0,0,148
4326,4326,0,0,148,0,0,148
4327,4327,0,0,148,0,0,148
4328,4328,0,0,148,0,0,148
4329,4329,0,1,148,0,0,148
4330,4330,0,1,148,0,0,148
4331,4331,0,0,148,0,0,148
4332,4332,0,0,148,0,0,148
4333,4333,0,0,148,0,0,148
4334,4334,0,1,148,0,0,148
4335,4335,0,1,148,0,0,148
4336,4336,0,0,148,0,0,148
4337,4337,0,0,148,0,0,148
4338,4338,0,0,148,0,0,148
4339,4339,0,1,148,0,0,148
4340,4340,0,1,148,0,0,148
4341,4341,0,0,148,0,0,148
4342,4342,0,0,148,0,0,148
4343,4343,0,0,148,0,0,148
4344,4344,0,1,148,0,0,148
4345,4345,0,1,148,0,0,148
4346,4346,0,0,148,0,0,148
4347,4347,0,0,148,0,0,148
4348,4348,0,0,148,0,0,148
4349,4349,0,1,148,0,0,148
4350,4350,0,1,148,0,0,148
4351,4351,0,0,148,0,0,148
4352,4352,0,0,148,0,0,148
4353,4353,0,0,148,0,0,148
4354,4354,0,1,148,0,0,148
4355,4355,0,1,148,0,0,148
4356,4356,0,0,148,0,0,148
4357,4357,0,0,148,0,0,148
4358,4358,0,0,148,0,0,148
4359,4359,0,1,148,0,0,148
4360,4360,0,1,148,0,0,148
4361,4361,0,0,148,0,0,148
4362,4362,0,0,147,0,0,148
4363,4363,0,0,147,0,0,148
4364,4364,0,1,147,0,0,148
4365,4365,0,1,147,0,0,148
4366,4366,0,0,147,0,1,148
4367,4367,0,0,148,0,1,148
4368,4368,0,0,148,0,1,148
4369,4369,0,1,148,0,1,148
4370,4370,0,1,148,0,1,148
4371,4371,0,0,148,0,1,148
4372,4372,0,0,148,0,0,148
4373,4373,0,0,148,0,0,148
4374,4374,0,1,148,0,0,148
4375,4375,0,1,148,0,0,148
4376,4376,0,0,148,0,0,148
4377,4377,0,0,148,0,0,148
4378,4378,0,0,148,0,0,148
4379,4379,0,1,148,0,0,148
4380,4380,0,1,148,0,0,148
4381,4381,0,0,148,0,0,148
4382,4382,0,0,148,0,0,148
4383,4383,0,0,148,0,0,148
4384,4384,0,1,148,0,0,148
4385,4385,0,1,148,0,0,148
4386,4386,0,0,148,0,0,148
4387,4387,0,0,148,0,0,148
4388,4388,0,0,148,0,0,148
4389,4389,0,1,148,0,0,148
4390,4390,0,1,148,0,0,148
4391,4391,0,0,148,0,0,148
4392,4392,0,0,148,0,0,148
4393,4393,0,0,148,0,0,148
4394,4394,0,1,148,0,0,148
4395,4395,0,1,148,0,0,148
4396,4396,0,0,148,0,0,148
4397,4397,0,0,148,0,0,148
4398,4398,0,0,148,0,0,148
4399,4399,0,1,148,0,0,148
4400,4400,0,1,148,0,0,148
4401,4401,0,0,148,0,0,148
4402,4402,0,0,148,0,0,148
4403,4403,0,0,148,0,0,148
4404,4404,0,1,148,0,0,148
4405,4405,0,1,148,0,0,148
4406,4406,0,0,148,0,0,148
4407,4407,0,0,148,0,0,148
4408,4408,0,0,148,0,0,148
4409,4409,0,1,148,0,0,148
4410,4410,0,1,148,0,0,148
4411,4411,0,0,148,0,0,148
4412,4412,0,0,148,0,0,148
4413,4413,0,0,148,0,0,148
4414,4414,0,1,148,0,0,148
4415,4415,0,1,148,0,0,148
4416,4416,0,0,148,0,0,148
4417,4417,0,0,148,0,0,148
4418,4418,0,0,148,0,0,148
4419,4419,0,1,148,0,0,148
4420,4420,0,1,148,0,0,148
4421,4421,0,0,148,0,0,148
4422,4422,0,0,148,0,0,148
4423,4423,0,0,148,0,0,148
4424,4424,0,1,148,0,0,148
4425,4425,0,1,148,0,0,148
4426,4426,0,0,148,0,0,148
4427,4427,0,0,148,0,0,148
4428,4428,0,0,148,0,0,148
4429,4429,0,1,148,0,0,148
4430,4430,0,1,148,0,0,148
4431,4431,0,0,148,0,0,148
4432,4432,0,0,148,0,0,148
4433,4433,0,0,148,0,0,148
4434,4434,0,1,148,0,0,148
4435,4435,0,1,148,0,0,148
4436,4436,0,0,148,0,0,148
4437,4437,0,0,148,0,0,148
4438,4438,0,0,148,0,0,148
4439,4439,0,1,148,0,0,148
4440,4440,0,1,148,0,0,148
4441,4441,0,0,148,0,0,148
4442,4442,0,0,148,0,0,148
4443,4443,0,0,148,0,0,148
4444,4444,0,1,148,0,0,148
4445,4445,0,1,148,0,0,148
4446,4446,0,0,148,0,0,148
4447,4447,0,0,148,0,0,148
4448,4448,0,0,148,0,0,148
4449,4449,0,1,148,0,0,148
4450,4450,0,1,148,0,0,148
4451,4451,0,0,148,0,0,148
4452,4452,0,0,148,0,0,148
4453,4453,0,0,148,0,0,148
4454,4454,0,1,148,0,0,148
4455,4455,0,1,148,0,0,148
4456,4456,0,0,148,0,0,148
4457,4457,0,0,148,0,0,148
4458,4458,0,0,148,0,0,148
4459,4459,0,1,148,0,0,148
4460,4460,0,1,148,0,0,148
4461,4461,0,0,148,0,0,148
4462,4462,0,0,148,0,0,148
4463,4463,0,0,148,0,0,148
4464,4464,0,1,148,0,0,148
4465,4465,0,1,148,0,0,148
4466,4466,0,0,148,0,0,148
4467,4467,0,0,148,0,0,148
4468,4468,0,0,148,0,0,148
4469,4469,0,1,148,0,0,148
4470,4470,0,1,148,0,0,148
4471,4471,0,0,148,0,0,148
4472,4472,0,0,148,0,0,148
4473,4473,0,0,148,0,0,148
4474,4474,0,1,148,0,0,148
4475,4475,0,1,148,0,0,148
4476,4476,0,0,148,0,0,148
4477,4477,0,0,148,0,0,148
4478,4478,0,0,148,0,0,148
4479,4479,0,1,148,0,0,148
4480,4480,0,1,148,0,0,148
4481,4481,0,0,148,0,0,148
4482,4482,0,0,148,0,0,148
4483,4483,0,0,148,0,0,148
4484,4484,0,1,148,0,0,148
4485,4485,0,1,148,0,0,148
4486,4486,0,0,148,0,0,148
4487,4487,0,0,148,0,0,148
4488,4488,0,0,148,0,0,148
4489,4489,0,1,148,0,0,148
4490,4490,0,1,148,0,0,148
4491,4491,0,0,148,0,0,148
4492,4492,0,0,148,0,0,148
4493,4493,0,0,148,0,0,148
4494,4494,0,1,148,0,0,148
4495,4495,0,1,148,0,0,148
4496,4496,0,0,148,0,0,148
4497,4497,0,0,148,0,0,148
4498,4498,0,0,148,0,0,148
4499,4499,0,1,148,0,0,148
4500,4500,0,1,148,0,0,148
4501,4501,0,0,148,0,0,148
4502,4502,0,0,148,0,0,148
4503,4503,0,0,148,0,0,148
4504,4504,0,1,148,0,0,148
4505,4505,0,1,148,0,0,148
4506,4506,0,0,148,0,0,148
4507,4507,0,0,148,0,0,148
4508,4508,0,0,148,0,0,148
4509,4509,0,1,148,0,0,148
4510,4510,0,1,148,0,0,148
4511,4511,0,0,148,0,0,148
4512,4512,0,0,148,0,0,148
4513,4513,0,0,148,0,0,148
4514,4514,0,1,148,0,0,148
4515,4515,0,1,148,0,0,148
4516,4516,0,0,148,0,0,148
4517,4517,0,0,148,0,0,148
4518,4518,0,0,148,0,0,148
4519,4519,0,1,148,0,0,148
4520,4520,0,1,148,0,0,148
4521,4521,0,0,148,0,0,148
4522,4522,0,0,148,0,0,148
4523,4523,0,0,148,0,0,148
4524,4524,0,1,148,0,0,148
4525,4525,0,1,148,0,0,148
4526,4526,0,0,148,0,0,148
4527,4527,0,0,148,0,0,148
4528,4528,0,0,148,0,0,148
4529,4529,0,1,148,0,0,148
4530,4530,0,1,148,0,0,148
4531,4531,0,0,148,0,0,148
4532,4532,0,0,148,0,0,148
4533,4533,0,0,148,0,0,148
4534,4534,0,1,148,0,0,148
4535,4535,0,1,148,0,0,148
4536,4536,0,0,148,0,0,148
4537,4537,0,0,148,0,0,148
4538,4538,0,0,148,0,0,148
4539,4539,0,1,148,0,0,148
4540,4540,0,1,148,0,0,148
4541,4541,0,0,148,0,0,148
4542,4542,0,0,148,0,0,148
4543,4543,0,0,148,0,0,148
4544,4544,0,1,148,0,0,148
4545,4545,0,1,148,0,0,148
4546,4546,0,0,148,0,0,148
4547,4547,0,0,147,0,0,148
4548,4548,0,0,147,0,0,148
4549,4549,0,1,147,0,0,148
4550,4550,0,1,147,0,0,148
4551,4551,0,0,147,0,1,148
4552,4552,0,0,148,0,1,148
4553,4553,0,0,148,0,1,148
4554,4554,0,1,148,0,1,148
4555,4555,0,1,148,0,1,148
4556,4556,0,0,148,0,0,148
4557,4557,0,0,148,0,0,148
4558,4558,0,0,148,0,0,148
4559,4559,0,1,148,0,0,148
4560,4560,0,1,148,0,0,148
4561,4561,0,0,148,0,0,148
4562,4562,0,0,148,0,0,147
4563,4563,0,0,148,0,0,147
4564,4564,0,1,148,0,0,147
4565,4565,0,1,148,0,0,147
4566,4566,0,0,148,0,-67,147
4567,4567,0,0,148,0,-1,148
4568,4568,0,0,148,0,-1,148
4569,4569,0,1,148,0,-1,148
4570,4570,0,1,148,0,-1,148
4571,4571,0,0,148,0,98,148
4572,4572,0,0,148,0,0,148
4573,4573,0,0,148,0,0,148
4574,4574,0,1,148,0,0,148
4575,4575,0,1,148,0,0,148
4576,4576,0,0,148,0,0,148
4577,4577,0,0,148,0,0,148
4578,4578,0,0,148,0,0,148
4579,4579,0,1,148,0,0,148
4580,4580,0,1,148,0,0,148
4581,4581,0,0,148,0,0,148
4582,4582,0,0,147,0,0,148
4583,4583,0,0,147,0,0,148
4584,4584,0,1,147,0,0,148
4585,4585,0,1,147,0,0,148
4586,4586,0,0,147,0,1,148
4587,4587,0,0,148,0,1,148
4588,4588,0,0,148,0,1,148
4589,4589,0,1,148,0,1,148
4590,4590,0,1,148,0,1,148
4591,4591,0,0,148,0,0,148
4592,4592,0,0,148,0,0,148
4593,4593,0,0,148,0,0,148
4594,4594,0,1,148,0,0,148
4595,4595,0,1,148,0,0,148
4596,4596,0,0,148,0,0,148
4597,4597,0,0,148,0,0,148
4598,4598,0,0,148,0,0,148
4599,4599,0,1,148,0,0,148
4600,4600,0,1,148,0,0,148
4601,4601,0,0,148,0,0,148
4602,4602,0,0,148,0,0,148
4603,4603,0,0,148,0,0,148
4604,4604,0,1,148,0,0,148
4605,4605,0,1,148,0,0,148
4606,4606,0,0,148,0,0,148
4607,4607,0,0,148,0,0,148
4608,4608,0,0,148,0,0,148
4609,4609,0,1,148,0,0,148
4610,4610,0,1,148,0,0,148
4611,4611,0,0,148,0,0,148
4612,4612,0,0,148,0,0,148
4613,4613,0,0,148,0,0,148
4614,4614,0,1,148,0,0,148
4615,4615,0,1,148,0,0,148
4616,4616,0,0,148,0,0,148
4617,4617,0,0,148,0,0,148
4618,4618,0,0,148,0,0,148
4619,4619,0,1,148,0,0,148
4620,4620,0,1,148,0,0,148
4621,4621,0,0,148,0,0,148
4622,4622,0,0,148,0,0,148
4623,4623,0,0,148,0,0,148
4624,4624,0,1,148,0,0,148
4625,4625,0,1,148,0,0,148
4626,4626,0,0,148,0,0,148
4627,4627,0,0,148,0,0,148
4628,4628,0,0,148,0,0,148
4629,4629,0,1,148,0,0,148
4630,4630,0,1,148,0,0,148
4631,4631,0,0,148,0,0,148
4632,4632,0,0,148,0,0,148
4633,4633,0,0,148,0,0,148
4634,4634,0,1,148,0,0,148
4635,4635,0,1,148,0,0,148
4636,4636,0,0,148,0,0,148
4637,4637,0,0,148,0,0,148
4638,4638,0,0,148,0,0,148
4639,4639,0,1,148,0,0,148
4640,4640,0,1,148,0,0,148
4641,4641,0,0,148,0,0,148
4642,4642,0,0,148,0,0,147
4643,4643,0,0,148,0,0,147
4644,4644,0,1,148,0,0,147
4645,4645,0,1,148,0,0,147
4646,4646,0,0,148,0,-67,147
4647,4647,0,0,148,0,-1,148
4648,4648,0,0,148,0,-1,148
4649,4649,0,1,148,0,-1,148
4650,4650,0,1,148,0,-1,148
4651,4651,0,0,148,0,98,148
4652,4652,0,0,148,0,0,148
4653,4653,0,0,148,0,0,148
4654,4654,0,1,148,0,0,148
4655,4655,0,1,148,0,0,148
4656,4656,0,0,148,0,0,148
4657,4657,0,0,148,0,0,148
4658,4658,0,0,148,0,0,148
4659,4659,0,1,148,0,0,148
4660,4660,0,1,148,0,0,148
4661,4661,0,0,148,0,0,148
4662,4662,0,0,148,0,0,147
4663,4663,0,0,148,0,0,147
4664,4664,0,1,148,0,0,147
4665,4665,0,1,148,0,0,147
4666,4666,0,0,148,0,-67,147
4667,4667,0,0,148,0,-1,148
4668,4668,0,0,148,0,-1,148
4669,4669,0,1,148,0,-1,148
4670,4670,0,1,148,0,-1,148
4671,4671,0,0,148,0,99,148
4672,4672,0,0,148,0,0,148
4673,4673,0,0,148,0,0,148
4674,4674,0,1,148,0,0,148
4675,4675,0,1,148,0,0,148
4676,4676,0,0,148,0,0,148
4677,4677,0,0,148,0,0,148
4678,4678,0,0,148,0,0,148
4679,4679,0,1,148,0,0,148
4680,4680,0,1,148,0,0,148
4681,4681,0,0,148,0,0,148
4682,4682,0,0,147,0,0,148
4683,4683,0,0,147,0,0,148
4684,4684,0,1,147,0,0,148
4685,4685,0,1,147,0,0,148
4686,4686,0,0,147,0,1,148
4687,4687,0,0,147,0,1,148
4688,4688,0,0,147,0,1,148
4689,4689,0,1,147,0,1,148
4690,4690,0,1,147,0,1,148
4691,4691,0,0,147,0,1,148
4692,4692,0,0,148,0,1,148
4693,4693,0,0,148,0,1,148
4694,4694,0,1,148,0,1,148
4695,4695,0,1,148,0,1,148
4696,4696,0,0,148,0,0,148
4697,4697,0,0,148,0,0,148
4698,4698,0,0,148,0,0,148
4699,4699,0,1,148,0,0,148
4700,4700,0,1,148,0,0,148
4701,4701,0,0,148,0,0,148
4702,4702,0,0,148,0,0,148
4703,4703,0,0,148,0,0,148
4704,4704,0,1,148,0,0,148
4705,4705,0,1,148,0,0,148
4706,4706,0,0,148,0,0,148
4707,4707,0,0,148,0,0,148
4708,4708,0,0,148,0,0,148
4709,4709,0,1,148,0,0,148
4710,4710,0,1,148,0,0,148
4711,4711,0,0,148,0,0,148
4712,4712,0,0,148,0,0,148
4713,4713,0,0,148,0,0,148
4714,4714,0,1,148,0,0,148
4715,4715,0,1,148,0,0,148
4716,4716,0,0,148,0,0,148
4717,4717,0,0,148,0,0,148
4718,4718,0,0,148,0,0,148
4719,4719,0,1,148,0,0,148
4720,4720,0,1,148,0,0,148
4721,4721,0,0,148,0,0,148
4722,4722,0,0,147,0,0,148
4723,4723,0,0,147,0,0,148
4724,4724,0,1,147,0,0,148
4725,4725,0,1,147,0,0,148
4726,4726,0,0,147,0,1,148
4727,4727,0,0,147,0,1,148
4728,4728,0,0,147,0,1,148
4729,4729,0,1,147,0,1,148
4730,4730,0,1,147,0,1,148
4731,4731,0,0,147,0,1,148
4732,4732,0,0,148,0,1,148
4733,4733,0,0,148,0,1,148
4734,4734,0,1,148,0,1,148
4735,4735,0,1,148,0,1,148
4736,4736,0,0,148,0,0,148
4737,4737,0,0,148,0,0,148
4738,4738,0,0,148,0,0,148
4739,4739,0,1,148,0,0,148
4740,4740,0,1,148,0,0,148
4741,4741,0,0,148,0,0,148
4742,4742,0,0,148,0,0,148
4743,4743,0,0,148,0,0,148
4744,4744,0,1,148,0,0,148
4745,4745,0,1,148,0,0,148
4746,4746,0,0,148,0,0,148
4747,4747,0,0,147,0,0,148
4748,4748,0,0,147,0,0,148
4749,4749,0,1,147,0,0,148
4750,4750,0,1,147,0,0,148
4751,4751,0,0,147,0,1,148
4752,4752,0,0,148,0,1,148
4753,4753,0,0,148,0,1,148
4754,4754,0,1,148,0,1,148
4755,4755,0,1,148,0,1,148
4756,4756,0,0,148,0,0,148
4757,4757,0,0,148,0,0,148
4758,4758,0,0,148,0,0,148
4759,4759,0,1,148,0,0,148
4760,4760,0,1,148,0,0,148
4761,4761,0,0,148,0,0,148
4762,4762,0,0,148,0,0,147
4763,4763,0,0,148,0,0,147
4764,4764,0,1,148,0,0,147
4765,4765,0,1,148,0,0,147
4766,4766,0,0,148,0,-67,147
4767,4767,0,0,148,0,-1,148
4768,4768,0,0,148,0,-1,148
4769,4769,0,1,148,0,-1,148
4770,4770,0,1,148,0,-1,148
4771,4771,0,0,148,0,66,148
4772,4772,0,0,148,0,0,148
4773,4773,0,0,148,0,0,148
4774,4774,0,1,148,0,0,148
4775,4775,0,1,148,0,0,148
4776,4776,0,0,148,0,0,148
4777,4777,0,0,148,0,0,148
4778,4778,0,0,148,0,0,148
4779,4779,0,1,148,0,0,148
4780,4780,0,1,148,0,0,148
4781,4781,0,0,148,0,0,148
4782,4782,0,0,148,0,0,148
4783,4783,0,0,148,0,0,148
4784,4784,0,1,148,0,0,148
4785,4785,0,1,148,0,0,148
4786,4786,0,0,148,0,0,148
4787,4787,0,0,148,0,0,148
4788,4788,0,0,148,0,0,148
4789,4789,0,1,148,0,0,148
4790,4790,0,1,148,0,0,148
4791,4791,0,0,148,0,0,148
4792,4792,0,0,148,0,0,148
4793,4793,0,0,148,0,0,148
4794,4794,0,1,148,0,0,148
4795,4795,0,1,148,0,0,148
4796,4796,0,0,148,0,0,148
4797,4797,0,0,148,0,0,148
4798,4798,0,0,148,0,0,148
4799,4799,0,1,148,0,0,148
4800,4800,0,1,148,0,0,148
4801,4801,0,0,148,0,0,148
4802,4802,0,0,148,0,0,148
4803,4803,0,0,148,0,0,148
4804,4804,0,1,148,0,0,148
4805,4805,0,1,148,0,0,148
4806,4806,0,0,148,0,0,148
4807,4807,0,0,148,0,0,148
4808,4808,0,0,148,0,0,148
4809,4809,0,1,148,0,0,148
4810,4810,0,1,148,0,0,148
4811,4811,0,0,148,0,0,148
4812,4812,0,0,148,0,0,148
4813,4813,0,0,148,0,0,148
4814,4814,0,1,148,0,0,148
4815,4815,0,1,148,0,0,148
4816,4816,0,0,148,0,0,148
4817,4817,0,0,148,0,0,148
4818,4818,0,0,148,0,0,148
4819,4819,0,1,148,0,0,148
4820,4820,0,1,148,0,0,148
4821,4821,0,0,148,0,0,148
4822,4822,0,0,147,0,0,148
4823,4823,0,0,147,0,0,148
4824,4824,0,1,147,0,0,148
4825,4825,0,1,147,0,0,148
4826,4826,0,0,147,0,1,148
4827,4827,0,0,148,0,1,148
4828,4828,0,0,148,0,1,148
4829,4829,0,1,148,0,1,148
4830,4830,0,1,148,0,1,148
