Sample in Buffer,Sample in Window,TRIGGER,clk_vector,trigger_adc_buf_in[7:0],trig_vector,diff[8:0],prev_frame_adc[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,HEX,SIGNED,UNSIGNED
2181,2181,0,0,148,0,0,148
2182,2182,0,0,147,0,0,148
2183,2183,0,0,147,0,0,148
2184,2184,0,1,147,0,0,148
2185,2185,0,1,147,0,0,148
2186,2186,0,0,147,0,0,148
2187,2187,0,0,148,0,1,148
2188,2188,0,0,148,0,1,148
2189,2189,0,1,148,0,1,148
2190,2190,0,1,148,0,1,148
2191,2191,0,0,148,0,1,148
2192,2192,0,0,148,0,0,148
2193,2193,0,0,148,0,0,148
2194,2194,0,1,148,0,0,148
2195,2195,0,1,148,0,0,148
2196,2196,0,0,148,0,0,148
2197,2197,0,0,148,0,0,148
2198,2198,0,0,148,0,0,148
2199,2199,0,1,148,0,0,148
2200,2200,0,1,148,0,0,148
2201,2201,0,0,148,0,0,148
2202,2202,0,0,148,0,0,148
2203,2203,0,0,148,0,0,148
2204,2204,0,1,148,0,0,148
2205,2205,0,1,148,0,0,148
2206,2206,0,0,148,0,0,148
2207,2207,0,0,148,0,0,148
2208,2208,0,0,148,0,0,148
2209,2209,0,1,148,0,0,148
2210,2210,0,1,148,0,0,148
2211,2211,0,0,148,0,0,148
2212,2212,0,0,148,0,0,148
2213,2213,0,0,148,0,0,148
2214,2214,0,1,148,0,0,148
2215,2215,0,1,148,0,0,148
2216,2216,0,0,148,0,0,148
2217,2217,0,0,148,0,0,148
2218,2218,0,0,148,0,0,148
2219,2219,0,1,148,0,0,148
2220,2220,0,1,148,0,0,148
2221,2221,0,0,148,0,0,148
2222,2222,0,0,147,0,0,148
2223,2223,0,0,147,0,0,148
2224,2224,0,1,147,0,0,148
2225,2225,0,1,147,0,0,148
2226,2226,0,0,147,0,0,148
2227,2227,0,0,148,0,1,148
2228,2228,0,0,148,0,1,148
2229,2229,0,1,148,0,1,148
2230,2230,0,1,148,0,1,148
2231,2231,0,0,148,0,1,148
2232,2232,0,0,148,0,0,148
2233,2233,0,0,148,0,0,148
2234,2234,0,1,148,0,0,148
2235,2235,0,1,148,0,0,148
2236,2236,0,0,148,0,0,148
2237,2237,0,0,148,0,0,148
2238,2238,0,0,148,0,0,148
2239,2239,0,1,148,0,0,148
2240,2240,0,1,148,0,0,148
2241,2241,0,0,148,0,0,148
2242,2242,0,0,148,0,0,148
2243,2243,0,0,148,0,0,148
2244,2244,0,1,148,0,0,148
2245,2245,0,1,148,0,0,148
2246,2246,0,0,148,0,0,148
2247,2247,0,0,148,0,0,148
2248,2248,0,0,148,0,0,148
2249,2249,0,1,148,0,0,148
2250,2250,0,1,148,0,0,148
2251,2251,0,0,148,0,0,148
2252,2252,0,0,148,0,0,148
2253,2253,0,0,148,0,0,148
2254,2254,0,1,148,0,0,148
2255,2255,0,1,148,0,0,148
2256,2256,0,0,148,0,0,148
2257,2257,0,0,148,0,0,148
2258,2258,0,0,148,0,0,148
2259,2259,0,1,148,0,0,148
2260,2260,0,1,148,0,0,148
2261,2261,0,0,148,0,0,148
2262,2262,0,0,147,0,0,148
2263,2263,0,0,147,0,0,148
2264,2264,0,1,147,0,0,148
2265,2265,0,1,147,0,0,148
2266,2266,0,0,147,0,0,148
2267,2267,0,0,148,0,1,148
2268,2268,0,0,148,0,1,148
2269,2269,0,1,148,0,1,148
2270,2270,0,1,148,0,1,148
2271,2271,0,0,148,0,1,148
2272,2272,0,0,148,0,0,148
2273,2273,0,0,148,0,0,148
2274,2274,0,1,148,0,0,148
2275,2275,0,1,148,0,0,148
2276,2276,0,0,148,0,0,148
2277,2277,0,0,148,0,0,148
2278,2278,0,0,148,0,0,148
2279,2279,0,1,148,0,0,148
2280,2280,0,1,148,0,0,148
2281,2281,0,0,148,0,0,148
2282,2282,0,0,148,0,0,148
2283,2283,0,0,148,0,0,148
2284,2284,0,1,148,0,0,148
2285,2285,0,1,148,0,0,148
2286,2286,0,0,148,0,0,148
2287,2287,0,0,148,0,0,148
2288,2288,0,0,148,0,0,148
2289,2289,0,1,148,0,0,148
2290,2290,0,1,148,0,0,148
2291,2291,0,0,148,0,0,148
2292,2292,0,0,148,0,0,148
2293,2293,0,0,148,0,0,148
2294,2294,0,1,148,0,0,148
2295,2295,0,1,148,0,0,148
2296,2296,0,0,148,0,0,148
2297,2297,0,0,148,0,0,148
2298,2298,0,0,148,0,0,148
2299,2299,0,1,148,0,0,148
2300,2300,0,1,148,0,0,148
2301,2301,0,0,148,0,0,148
2302,2302,0,0,148,0,0,148
2303,2303,0,0,148,0,0,148
2304,2304,0,1,148,0,0,148
2305,2305,0,1,148,0,0,148
2306,2306,0,0,148,0,0,148
2307,2307,0,0,148,0,0,148
2308,2308,0,0,148,0,0,148
2309,2309,0,1,148,0,0,148
2310,2310,0,1,148,0,0,148
2311,2311,0,0,148,0,0,148
2312,2312,0,0,148,0,0,148
2313,2313,0,0,148,0,0,148
2314,2314,0,1,148,0,0,148
2315,2315,0,1,148,0,0,148
2316,2316,0,0,148,0,0,148
2317,2317,0,0,148,0,0,148
2318,2318,0,0,148,0,0,148
2319,2319,0,1,148,0,0,148
2320,2320,0,1,148,0,0,148
2321,2321,0,0,148,0,0,148
2322,2322,0,0,148,0,0,148
2323,2323,0,0,148,0,0,148
2324,2324,0,1,148,0,0,148
2325,2325,0,1,148,0,0,148
2326,2326,0,0,148,0,0,148
2327,2327,0,0,148,0,0,148
2328,2328,0,0,148,0,0,148
2329,2329,0,1,148,0,0,148
2330,2330,0,1,148,0,0,148
2331,2331,0,0,148,0,0,148
2332,2332,0,0,148,0,0,147
2333,2333,0,0,148,0,0,147
2334,2334,0,1,148,0,0,147
2335,2335,0,1,148,0,0,147
2336,2336,0,0,148,0,12,147
2337,2337,0,0,148,0,-1,148
2338,2338,0,0,148,0,-1,148
2339,2339,0,1,148,0,-1,148
2340,2340,0,1,148,0,-1,148
2341,2341,0,0,148,0,-141,148
2342,2342,0,0,147,0,0,148
2343,2343,0,0,147,0,0,148
2344,2344,0,1,147,0,0,148
2345,2345,0,1,147,0,0,148
2346,2346,0,0,147,0,0,148
2347,2347,0,0,147,0,1,148
2348,2348,0,0,147,0,1,148
2349,2349,0,1,147,0,1,148
2350,2350,0,1,147,0,1,148
2351,2351,0,0,147,0,1,148
2352,2352,0,0,148,0,1,148
2353,2353,0,0,148,0,1,148
2354,2354,0,1,148,0,1,148
2355,2355,0,1,148,0,1,148
2356,2356,0,0,148,0,1,148
2357,2357,0,0,148,0,0,148
2358,2358,0,0,148,0,0,148
2359,2359,0,1,148,0,0,148
2360,2360,0,1,148,0,0,148
2361,2361,0,0,148,0,0,148
2362,2362,0,0,148,0,0,148
2363,2363,0,0,148,0,0,148
2364,2364,0,1,148,0,0,148
2365,2365,0,1,148,0,0,148
2366,2366,0,0,148,0,0,148
2367,2367,0,0,148,0,0,147
2368,2368,0,0,148,0,0,147
2369,2369,0,1,148,0,0,147
2370,2370,0,1,148,0,0,147
2371,2371,0,0,148,0,140,147
2372,2372,0,0,148,0,-1,148
2373,2373,0,0,148,0,-1,148
2374,2374,0,1,148,0,-1,148
2375,2375,0,1,148,0,-1,148
2376,2376,0,0,148,0,-141,148
2377,2377,0,0,148,0,0,148
2378,2378,0,0,148,0,0,148
2379,2379,0,1,148,0,0,148
2380,2380,0,1,148,0,0,148
2381,2381,0,0,148,0,0,148
2382,2382,0,0,148,0,0,148
2383,2383,0,0,148,0,0,148
2384,2384,0,1,148,0,0,148
2385,2385,0,1,148,0,0,148
2386,2386,0,0,148,0,0,148
2387,2387,0,0,147,0,0,148
2388,2388,0,0,147,0,0,148
2389,2389,0,1,147,0,0,148
2390,2390,0,1,147,0,0,148
2391,2391,0,0,147,0,0,148
2392,2392,0,0,148,0,1,148
2393,2393,0,0,148,0,1,148
2394,2394,0,1,148,0,1,148
2395,2395,0,1,148,0,1,148
2396,2396,0,0,148,0,1,148
2397,2397,0,0,148,0,0,148
2398,2398,0,0,148,0,0,148
2399,2399,0,1,148,0,0,148
2400,2400,0,1,148,0,0,148
2401,2401,0,0,148,0,0,148
2402,2402,0,0,147,0,0,147
2403,2403,0,0,147,0,0,147
2404,2404,0,1,147,0,0,147
2405,2405,0,1,147,0,0,147
2406,2406,0,0,147,0,0,147
2407,2407,0,0,148,0,0,148
2408,2408,0,0,148,0,0,148
2409,2409,0,1,148,0,0,148
2410,2410,0,1,148,0,0,148
2411,2411,0,0,148,0,0,148
2412,2412,0,0,148,0,0,148
2413,2413,0,0,148,0,0,148
2414,2414,0,1,148,0,0,148
2415,2415,0,1,148,0,0,148
2416,2416,0,0,148,0,0,148
2417,2417,0,0,148,0,0,148
2418,2418,0,0,148,0,0,148
2419,2419,0,1,148,0,0,148
2420,2420,0,1,148,0,0,148
2421,2421,0,0,148,0,0,148
2422,2422,0,0,148,0,0,148
2423,2423,0,0,148,0,0,148
2424,2424,0,1,148,0,0,148
2425,2425,0,1,148,0,0,148
2426,2426,0,0,148,0,0,148
2427,2427,0,0,148,0,0,148
2428,2428,0,0,148,0,0,148
2429,2429,0,1,148,0,0,148
2430,2430,0,1,148,0,0,148
2431,2431,0,0,148,0,0,148
2432,2432,0,0,148,0,0,148
2433,2433,0,0,148,0,0,148
2434,2434,0,1,148,0,0,148
2435,2435,0,1,148,0,0,148
2436,2436,0,0,148,0,0,148
2437,2437,0,0,148,0,0,148
2438,2438,0,0,148,0,0,148
2439,2439,0,1,148,0,0,148
2440,2440,0,1,148,0,0,148
2441,2441,0,0,148,0,0,148
2442,2442,0,0,148,0,0,148
2443,2443,0,0,148,0,0,148
2444,2444,0,1,148,0,0,148
2445,2445,0,1,148,0,0,148
2446,2446,0,0,148,0,0,148
2447,2447,0,0,148,0,0,148
2448,2448,0,0,148,0,0,148
2449,2449,0,1,148,0,0,148
2450,2450,0,1,148,0,0,148
2451,2451,0,0,148,0,0,148
2452,2452,0,0,148,0,0,148
2453,2453,0,0,148,0,0,148
2454,2454,0,1,148,0,0,148
2455,2455,0,1,148,0,0,148
2456,2456,0,0,148,0,0,148
2457,2457,0,0,148,0,0,148
2458,2458,0,0,148,0,0,148
2459,2459,0,1,148,0,0,148
2460,2460,0,1,148,0,0,148
2461,2461,0,0,148,0,0,148
2462,2462,0,0,148,0,0,148
2463,2463,0,0,148,0,0,148
2464,2464,0,1,148,0,0,148
2465,2465,0,1,148,0,0,148
2466,2466,0,0,148,0,0,148
2467,2467,0,0,148,0,0,148
2468,2468,0,0,148,0,0,148
2469,2469,0,1,148,0,0,148
2470,2470,0,1,148,0,0,148
2471,2471,0,0,148,0,0,148
2472,2472,0,0,148,0,0,148
2473,2473,0,0,148,0,0,148
2474,2474,0,1,148,0,0,148
2475,2475,0,1,148,0,0,148
2476,2476,0,0,148,0,0,148
2477,2477,0,0,148,0,0,148
2478,2478,0,0,148,0,0,148
2479,2479,0,1,148,0,0,148
2480,2480,0,1,148,0,0,148
2481,2481,0,0,148,0,0,148
2482,2482,0,0,148,0,0,148
2483,2483,0,0,148,0,0,148
2484,2484,0,1,148,0,0,148
2485,2485,0,1,148,0,0,148
2486,2486,0,0,148,0,0,148
2487,2487,0,0,148,0,0,148
2488,2488,0,0,148,0,0,148
2489,2489,0,1,148,0,0,148
2490,2490,0,1,148,0,0,148
2491,2491,0,0,148,0,0,148
2492,2492,0,0,148,0,0,148
2493,2493,0,0,148,0,0,148
2494,2494,0,1,148,0,0,148
2495,2495,0,1,148,0,0,148
2496,2496,0,0,148,0,0,148
2497,2497,0,0,148,0,0,148
2498,2498,0,0,148,0,0,148
2499,2499,0,1,148,0,0,148
2500,2500,0,1,148,0,0,148
2501,2501,0,0,148,0,0,148
2502,2502,0,0,148,0,0,148
2503,2503,0,0,148,0,0,148
2504,2504,0,1,148,0,0,148
2505,2505,0,1,148,0,0,148
2506,2506,0,0,148,0,0,148
2507,2507,0,0,148,0,0,148
2508,2508,0,0,148,0,0,148
2509,2509,0,1,148,0,0,148
2510,2510,0,1,148,0,0,148
2511,2511,0,0,148,0,0,148
2512,2512,0,0,148,0,0,148
2513,2513,0,0,148,0,0,148
2514,2514,0,1,148,0,0,148
2515,2515,0,1,148,0,0,148
2516,2516,0,0,148,0,0,148
2517,2517,0,0,148,0,0,148
2518,2518,0,0,148,0,0,148
2519,2519,0,1,148,0,0,148
2520,2520,0,1,148,0,0,148
2521,2521,0,0,148,0,0,148
2522,2522,0,0,148,0,0,148
2523,2523,0,0,148,0,0,148
2524,2524,0,1,148,0,0,148
2525,2525,0,1,148,0,0,148
2526,2526,0,0,148,0,0,148
2527,2527,0,0,148,0,0,148
2528,2528,0,0,148,0,0,148
2529,2529,0,1,148,0,0,148
2530,2530,0,1,148,0,0,148
2531,2531,0,0,148,0,0,148
2532,2532,0,0,148,0,0,148
2533,2533,0,0,148,0,0,148
2534,2534,0,1,148,0,0,148
2535,2535,0,1,148,0,0,148
2536,2536,0,0,148,0,0,148
2537,2537,0,0,148,0,0,148
2538,2538,0,0,148,0,0,148
2539,2539,0,1,148,0,0,148
2540,2540,0,1,148,0,0,148
2541,2541,0,0,148,0,0,148
2542,2542,0,0,148,0,0,147
2543,2543,0,0,148,0,0,147
2544,2544,0,1,148,0,0,147
2545,2545,0,1,148,0,0,147
2546,2546,0,0,148,0,140,147
2547,2547,0,0,148,0,-1,148
2548,2548,0,0,148,0,-1,148
2549,2549,0,1,148,0,-1,148
2550,2550,0,1,148,0,-1,148
2551,2551,0,0,148,0,-141,148
2552,2552,0,0,148,0,0,148
2553,2553,0,0,148,0,0,148
2554,2554,0,1,148,0,0,148
2555,2555,0,1,148,0,0,148
2556,2556,0,0,148,0,0,148
2557,2557,0,0,148,0,0,148
2558,2558,0,0,148,0,0,148
2559,2559,0,1,148,0,0,148
2560,2560,0,1,148,0,0,148
2561,2561,0,0,148,0,0,148
2562,2562,0,0,148,0,0,148
2563,2563,0,0,148,0,0,148
2564,2564,0,1,148,0,0,148
2565,2565,0,1,148,0,0,148
2566,2566,0,0,148,0,0,148
2567,2567,0,0,148,0,0,148
2568,2568,0,0,148,0,0,148
2569,2569,0,1,148,0,0,148
2570,2570,0,1,148,0,0,148
2571,2571,0,0,148,0,0,148
2572,2572,0,0,148,0,0,148
2573,2573,0,0,148,0,0,148
2574,2574,0,1,148,0,0,148
2575,2575,0,1,148,0,0,148
2576,2576,0,0,148,0,0,148
2577,2577,0,0,148,0,0,148
2578,2578,0,0,148,0,0,148
2579,2579,0,1,148,0,0,148
2580,2580,0,1,148,0,0,148
2581,2581,0,0,148,0,0,148
2582,2582,0,0,148,0,0,148
2583,2583,0,0,148,0,0,148
2584,2584,0,1,148,0,0,148
2585,2585,0,1,148,0,0,148
2586,2586,0,0,148,0,0,148
2587,2587,0,0,148,0,0,148
2588,2588,0,0,148,0,0,148
2589,2589,0,1,148,0,0,148
2590,2590,0,1,148,0,0,148
2591,2591,0,0,148,0,0,148
2592,2592,0,0,148,0,0,148
2593,2593,0,0,148,0,0,148
2594,2594,0,1,148,0,0,148
2595,2595,0,1,148,0,0,148
2596,2596,0,0,148,0,0,148
2597,2597,0,0,148,0,0,148
2598,2598,0,0,148,0,0,148
2599,2599,0,1,148,0,0,148
2600,2600,0,1,148,0,0,148
2601,2601,0,0,148,0,0,148
2602,2602,0,0,148,0,0,148
2603,2603,0,0,148,0,0,148
2604,2604,0,1,148,0,0,148
2605,2605,0,1,148,0,0,148
2606,2606,0,0,148,0,0,148
2607,2607,0,0,148,0,0,148
2608,2608,0,0,148,0,0,148
2609,2609,0,1,148,0,0,148
2610,2610,0,1,148,0,0,148
2611,2611,0,0,148,0,0,148
2612,2612,0,0,148,0,0,148
2613,2613,0,0,148,0,0,148
2614,2614,0,1,148,0,0,148
2615,2615,0,1,148,0,0,148
2616,2616,0,0,148,0,0,148
2617,2617,0,0,148,0,0,148
2618,2618,0,0,148,0,0,148
2619,2619,0,1,148,0,0,148
2620,2620,0,1,148,0,0,148
2621,2621,0,0,148,0,0,148
2622,2622,0,0,148,0,0,148
2623,2623,0,0,148,0,0,148
2624,2624,0,1,148,0,0,148
2625,2625,0,1,148,0,0,148
2626,2626,0,0,148,0,0,148
2627,2627,0,0,148,0,0,148
2628,2628,0,0,148,0,0,148
2629,2629,0,1,148,0,0,148
2630,2630,0,1,148,0,0,148
2631,2631,0,0,148,0,0,148
2632,2632,0,0,148,0,0,148
2633,2633,0,0,148,0,0,148
2634,2634,0,1,148,0,0,148
2635,2635,0,1,148,0,0,148
2636,2636,0,0,148,0,0,148
2637,2637,0,0,148,0,0,148
2638,2638,0,0,148,0,0,148
2639,2639,0,1,148,0,0,148
2640,2640,0,1,148,0,0,148
2641,2641,0,0,148,0,0,148
2642,2642,0,0,147,0,0,148
2643,2643,0,0,147,0,0,148
2644,2644,0,1,147,0,0,148
2645,2645,0,1,147,0,0,148
2646,2646,0,0,147,0,0,148
2647,2647,0,0,148,0,1,147
2648,2648,0,0,148,0,1,147
2649,2649,0,1,148,0,1,147
2650,2650,0,1,148,0,1,147
2651,2651,0,0,148,0,141,147
2652,2652,0,0,148,0,-1,148
2653,2653,0,0,148,0,-1,148
2654,2654,0,1,148,0,-1,148
2655,2655,0,1,148,0,-1,148
2656,2656,0,0,148,0,-141,148
2657,2657,0,0,148,0,0,148
2658,2658,0,0,148,0,0,148
2659,2659,0,1,148,0,0,148
2660,2660,0,1,148,0,0,148
2661,2661,0,0,148,0,0,148
2662,2662,0,0,148,0,0,148
2663,2663,0,0,148,0,0,148
2664,2664,0,1,148,0,0,148
2665,2665,0,1,148,0,0,148
2666,2666,0,0,148,0,0,148
2667,2667,0,0,148,0,0,148
2668,2668,0,0,148,0,0,148
2669,2669,0,1,148,0,0,148
2670,2670,0,1,148,0,0,148
2671,2671,0,0,148,0,0,148
2672,2672,0,0,148,0,0,148
2673,2673,0,0,148,0,0,148
2674,2674,0,1,148,0,0,148
2675,2675,0,1,148,0,0,148
2676,2676,0,0,148,0,0,148
2677,2677,0,0,148,0,0,148
2678,2678,0,0,148,0,0,148
2679,2679,0,1,148,0,0,148
2680,2680,0,1,148,0,0,148
2681,2681,0,0,148,0,0,148
2682,2682,0,0,148,0,0,147
2683,2683,0,0,148,0,0,147
2684,2684,0,1,148,0,0,147
2685,2685,0,1,148,0,0,147
2686,2686,0,0,148,0,140,147
2687,2687,0,0,148,0,-1,148
2688,2688,0,0,148,0,-1,148
2689,2689,0,1,148,0,-1,148
2690,2690,0,1,148,0,-1,148
2691,2691,0,0,148,0,-141,148
2692,2692,0,0,148,0,0,148
2693,2693,0,0,148,0,0,148
2694,2694,0,1,148,0,0,148
2695,2695,0,1,148,0,0,148
2696,2696,0,0,148,0,0,148
2697,2697,0,0,148,0,0,148
2698,2698,0,0,148,0,0,148
2699,2699,0,1,148,0,0,148
2700,2700,0,1,148,0,0,148
2701,2701,0,0,148,0,0,148
2702,2702,0,0,148,0,0,148
2703,2703,0,0,148,0,0,148
2704,2704,0,1,148,0,0,148
2705,2705,0,1,148,0,0,148
2706,2706,0,0,148,0,0,148
2707,2707,0,0,148,0,0,148
2708,2708,0,0,148,0,0,148
2709,2709,0,1,148,0,0,148
2710,2710,0,1,148,0,0,148
2711,2711,0,0,148,0,0,148
2712,2712,0,0,148,0,0,148
2713,2713,0,0,148,0,0,148
2714,2714,0,1,148,0,0,148
2715,2715,0,1,148,0,0,148
2716,2716,0,0,148,0,0,148
2717,2717,0,0,148,0,0,148
2718,2718,0,0,148,0,0,148
2719,2719,0,1,148,0,0,148
2720,2720,0,1,148,0,0,148
2721,2721,0,0,148,0,0,148
2722,2722,0,0,148,0,0,148
2723,2723,0,0,148,0,0,148
2724,2724,0,1,148,0,0,148
2725,2725,0,1,148,0,0,148
2726,2726,0,0,148,0,0,148
2727,2727,0,0,148,0,0,148
2728,2728,0,0,148,0,0,148
2729,2729,0,1,148,0,0,148
2730,2730,0,1,148,0,0,148
2731,2731,0,0,148,0,0,148
2732,2732,0,0,148,0,0,148
2733,2733,0,0,148,0,0,148
2734,2734,0,1,148,0,0,148
2735,2735,0,1,148,0,0,148
2736,2736,0,0,148,0,0,148
2737,2737,0,0,148,0,0,148
2738,2738,0,0,148,0,0,148
2739,2739,0,1,148,0,0,148
2740,2740,0,1,148,0,0,148
2741,2741,0,0,148,0,0,148
2742,2742,0,0,148,0,0,148
2743,2743,0,0,148,0,0,148
2744,2744,0,1,148,0,0,148
2745,2745,0,1,148,0,0,148
2746,2746,0,0,148,0,0,148
2747,2747,0,0,148,0,0,148
2748,2748,0,0,148,0,0,148
2749,2749,0,1,148,0,0,148
2750,2750,0,1,148,0,0,148
2751,2751,0,0,148,0,0,148
2752,2752,0,0,148,0,0,148
2753,2753,0,0,148,0,0,148
2754,2754,0,1,148,0,0,148
2755,2755,0,1,148,0,0,148
2756,2756,0,0,148,0,0,148
2757,2757,0,0,148,0,0,148
2758,2758,0,0,148,0,0,148
2759,2759,0,1,148,0,0,148
2760,2760,0,1,148,0,0,148
2761,2761,0,0,148,0,0,148
2762,2762,0,0,147,0,0,148
2763,2763,0,0,147,0,0,148
2764,2764,0,1,147,0,0,148
2765,2765,0,1,147,0,0,148
2766,2766,0,0,147,0,0,148
2767,2767,0,0,148,0,1,148
2768,2768,0,0,148,0,1,148
2769,2769,0,1,148,0,1,148
2770,2770,0,1,148,0,1,148
2771,2771,0,0,148,0,1,148
2772,2772,0,0,148,0,0,148
2773,2773,0,0,148,0,0,148
2774,2774,0,1,148,0,0,148
2775,2775,0,1,148,0,0,148
2776,2776,0,0,148,0,0,148
2777,2777,0,0,148,0,0,148
2778,2778,0,0,148,0,0,148
2779,2779,0,1,148,0,0,148
2780,2780,0,1,148,0,0,148
2781,2781,0,0,148,0,0,148
2782,2782,0,0,148,0,0,148
2783,2783,0,0,148,0,0,148
2784,2784,0,1,148,0,0,148
2785,2785,0,1,148,0,0,148
2786,2786,0,0,148,0,0,148
2787,2787,0,0,148,0,0,148
2788,2788,0,0,148,0,0,148
2789,2789,0,1,148,0,0,148
2790,2790,0,1,148,0,0,148
2791,2791,0,0,148,0,0,148
2792,2792,0,0,148,0,0,148
2793,2793,0,0,148,0,0,148
2794,2794,0,1,148,0,0,148
2795,2795,0,1,148,0,0,148
2796,2796,0,0,148,0,0,148
2797,2797,0,0,148,0,0,148
2798,2798,0,0,148,0,0,148
2799,2799,0,1,148,0,0,148
2800,2800,0,1,148,0,0,148
2801,2801,0,0,148,0,0,148
2802,2802,0,0,148,0,0,148
2803,2803,0,0,148,0,0,148
2804,2804,0,1,148,0,0,148
2805,2805,0,1,148,0,0,148
2806,2806,0,0,148,0,0,148
2807,2807,0,0,148,0,0,148
2808,2808,0,0,148,0,0,148
2809,2809,0,1,148,0,0,148
2810,2810,0,1,148,0,0,148
2811,2811,0,0,148,0,0,148
2812,2812,0,0,148,0,0,148
2813,2813,0,0,148,0,0,148
2814,2814,0,1,148,0,0,148
2815,2815,0,1,148,0,0,148
2816,2816,0,0,148,0,0,148
2817,2817,0,0,148,0,0,148
2818,2818,0,0,148,0,0,148
2819,2819,0,1,148,0,0,148
2820,2820,0,1,148,0,0,148
2821,2821,0,0,148,0,0,148
2822,2822,0,0,148,0,0,148
2823,2823,0,0,148,0,0,148
2824,2824,0,1,148,0,0,148
2825,2825,0,1,148,0,0,148
2826,2826,0,0,148,0,0,148
2827,2827,0,0,148,0,0,148
2828,2828,0,0,148,0,0,148
2829,2829,0,1,148,0,0,148
2830,2830,0,1,148,0,0,148
2831,2831,0,0,148,0,0,148
2832,2832,0,0,148,0,0,148
2833,2833,0,0,148,0,0,148
2834,2834,0,1,148,0,0,148
2835,2835,0,1,148,0,0,148
2836,2836,0,0,148,0,0,148
2837,2837,0,0,148,0,0,148
2838,2838,0,0,148,0,0,148
2839,2839,0,1,148,0,0,148
2840,2840,0,1,148,0,0,148
2841,2841,0,0,148,0,0,148
2842,2842,0,0,148,0,0,148
2843,2843,0,0,148,0,0,148
2844,2844,0,1,148,0,0,148
2845,2845,0,1,148,0,0,148
2846,2846,0,0,148,0,0,148
2847,2847,0,0,148,0,0,148
2848,2848,0,0,148,0,0,148
2849,2849,0,1,148,0,0,148
2850,2850,0,1,148,0,0,148
2851,2851,0,0,148,0,0,148
2852,2852,0,0,148,0,0,148
2853,2853,0,0,148,0,0,148
2854,2854,0,1,148,0,0,148
2855,2855,0,1,148,0,0,148
2856,2856,0,0,148,0,0,148
2857,2857,0,0,148,0,0,148
2858,2858,0,0,148,0,0,148
2859,2859,0,1,148,0,0,148
2860,2860,0,1,148,0,0,148
2861,2861,0,0,148,0,0,148
2862,2862,0,0,148,0,0,148
2863,2863,0,0,148,0,0,148
2864,2864,0,1,148,0,0,148
2865,2865,0,1,148,0,0,148
2866,2866,0,0,148,0,0,148
2867,2867,0,0,148,0,0,148
2868,2868,0,0,148,0,0,148
2869,2869,0,1,148,0,0,148
2870,2870,0,1,148,0,0,148
2871,2871,0,0,148,0,0,148
2872,2872,0,0,148,0,0,148
2873,2873,0,0,148,0,0,148
2874,2874,0,1,148,0,0,148
2875,2875,0,1,148,0,0,148
2876,2876,0,0,148,0,0,148
2877,2877,0,0,148,0,0,148
2878,2878,0,0,148,0,0,148
2879,2879,0,1,148,0,0,148
2880,2880,0,1,148,0,0,148
2881,2881,0,0,148,0,0,148
2882,2882,0,0,148,0,0,148
2883,2883,0,0,148,0,0,148
2884,2884,0,1,148,0,0,148
2885,2885,0,1,148,0,0,148
2886,2886,0,0,148,0,0,148
2887,2887,0,0,148,0,0,148
2888,2888,0,0,148,0,0,148
2889,2889,0,1,148,0,0,148
2890,2890,0,1,148,0,0,148
2891,2891,0,0,148,0,0,148
2892,2892,0,0,148,0,0,148
2893,2893,0,0,148,0,0,148
2894,2894,0,1,148,0,0,148
2895,2895,0,1,148,0,0,148
2896,2896,0,0,148,0,0,148
2897,2897,0,0,148,0,0,148
2898,2898,0,0,148,0,0,148
2899,2899,0,1,148,0,0,148
2900,2900,0,1,148,0,0,148
2901,2901,0,0,148,0,0,148
2902,2902,0,0,148,0,0,148
2903,2903,0,0,148,0,0,148
2904,2904,0,1,148,0,0,148
2905,2905,0,1,148,0,0,148
2906,2906,0,0,148,0,0,148
2907,2907,0,0,148,0,0,148
2908,2908,0,0,148,0,0,148
2909,2909,0,1,148,0,0,148
2910,2910,0,1,148,0,0,148
2911,2911,0,0,148,0,0,148
2912,2912,0,0,148,0,0,148
2913,2913,0,0,148,0,0,148
2914,2914,0,1,148,0,0,148
2915,2915,0,1,148,0,0,148
2916,2916,0,0,148,0,0,148
2917,2917,0,0,148,0,0,148
2918,2918,0,0,148,0,0,148
2919,2919,0,1,148,0,0,148
2920,2920,0,1,148,0,0,148
2921,2921,0,0,148,0,0,148
2922,2922,0,0,148,0,0,148
2923,2923,0,0,148,0,0,148
2924,2924,0,1,148,0,0,148
2925,2925,0,1,148,0,0,148
2926,2926,0,0,148,0,0,148
2927,2927,0,0,148,0,0,148
2928,2928,0,0,148,0,0,148
2929,2929,0,1,148,0,0,148
2930,2930,0,1,148,0,0,148
2931,2931,0,0,148,0,0,148
2932,2932,0,0,148,0,0,148
2933,2933,0,0,148,0,0,148
2934,2934,0,1,148,0,0,148
2935,2935,0,1,148,0,0,148
2936,2936,0,0,148,0,0,148
2937,2937,0,0,148,0,0,148
2938,2938,0,0,148,0,0,148
2939,2939,0,1,148,0,0,148
2940,2940,0,1,148,0,0,148
2941,2941,0,0,148,0,0,148
2942,2942,0,0,148,0,0,148
2943,2943,0,0,148,0,0,148
2944,2944,0,1,148,0,0,148
2945,2945,0,1,148,0,0,148
2946,2946,0,0,148,0,0,148
2947,2947,0,0,148,0,0,148
2948,2948,0,0,148,0,0,148
2949,2949,0,1,148,0,0,148
